
/src/grunt.js
   3:14  warning  Found require("child_process")                               security/detect-child-process
  6773:11  warning  Generic Object Injection Sink                       security/detect-object-injection
  6773:38  warning  Generic Object Injection Sink                       security/detect-object-injection
  6787:10  warning  Generic Object Injection Sink                       security/detect-object-injection
  6805:4   warning  Generic Object Injection Sink                       security/detect-object-injection
  6805:18  warning  Generic Object Injection Sink                       security/detect-object-injection
  6806:4   warning  Generic Object Injection Sink                       security/detect-object-injection
  6806:25  warning  Generic Object Injection Sink                       security/detect-object-injection
  6813:4   warning  Generic Object Injection Sink                       security/detect-object-injection
  6813:25  warning  Generic Object Injection Sink                       security/detect-object-injection
  6831:47  warning  Generic Object Injection Sink                       security/detect-object-injection
  6860:31  warning  Generic Object Injection Sink                       security/detect-object-injection
  6865:32  warning  Generic Object Injection Sink                       security/detect-object-injection
  6866:10  warning  Generic Object Injection Sink                       security/detect-object-injection
  6921:37  warning  Generic Object Injection Sink                       security/detect-object-injection
  6928:50  warning  Generic Object Injection Sink                       security/detect-object-injection
  6933:49  warning  Generic Object Injection Sink                       security/detect-object-injection
  6937:49  warning  Generic Object Injection Sink                       security/detect-object-injection
  6941:49  warning  Generic Object Injection Sink                       security/detect-object-injection
  6963:10  warning  Generic Object Injection Sink                       security/detect-object-injection
  6973:83  warning  Generic Object Injection Sink                       security/detect-object-injection
  6993:7   warning  Generic Object Injection Sink                       security/detect-object-injection
  6994:10  warning  Generic Object Injection Sink                       security/detect-object-injection
  7029:2   warning  Generic Object Injection Sink                       security/detect-object-injection
  7035:2   warning  Generic Object Injection Sink                       security/detect-object-injection
  7127:4   warning  Generic Object Injection Sink                       security/detect-object-injection
  7132:38  warning  Generic Object Injection Sink                       security/detect-object-injection
  7166:24  warning  Generic Object Injection Sink                       security/detect-object-injection
  7167:6   warning  Generic Object Injection Sink                       security/detect-object-injection
  7238:25  warning  Function Call Object Injection Sink                 security/detect-object-injection
  7271:44  warning  Function Call Object Injection Sink                 security/detect-object-injection
  7291:12  warning  Unsafe Regular Expression                           security/detect-unsafe-regex
  7327:2   warning  Assignment to href can be unsafe                    scanjs-rules/assign_to_href
  7353:16  warning  Generic Object Injection Sink                       security/detect-object-injection
  7360:12  warning  Generic Object Injection Sink                       security/detect-object-injection
  7360:36  warning  Generic Object Injection Sink                       security/detect-object-injection
  7375:2   warning  Generic Object Injection Sink                       security/detect-object-injection
  7378:10  warning  Variable Assigned to Object Injection Sink          security/detect-object-injection
  7384:15  warning  Function Call Object Injection Sink                 security/detect-object-injection
  7388:25  warning  Generic Object Injection Sink                       security/detect-object-injection
  7415:8   warning  Generic Object Injection Sink                       security/detect-object-injection
  7416:4   warning  Generic Object Injection Sink                       security/detect-object-injection
  7416:6   warning  Generic Object Injection Sink                       security/detect-object-injection
  7416:73  warning  Generic Object Injection Sink                       security/detect-object-injection
  7496:2   warning  Generic Object Injection Sink                       security/detect-object-injection
  7502:2   warning  Generic Object Injection Sink                       security/detect-object-injection
  7674:14  warning  Generic Object Injection Sink                       security/detect-object-injection
  7674:45  warning  Generic Object Injection Sink                       security/detect-object-injection
  7675:7   warning  Generic Object Injection Sink                       security/detect-object-injection
  7691:8   warning  Assignment in WhileStatement. Is this accidental?   scanjs-rules/accidental_assignment
  7762:7   warning  Generic Object Injection Sink                       security/detect-object-injection
  7766:7   warning  Generic Object Injection Sink                       security/detect-object-injection
  7841:7   warning  Generic Object Injection Sink                       security/detect-object-injection
  7841:29  warning  Generic Object Injection Sink                       security/detect-object-injection
  7841:46  warning  Generic Object Injection Sink                       security/detect-object-injection
  7929:9   warning  Generic Object Injection Sink                       security/detect-object-injection
  7930:50  warning  Function Call Object Injection Sink                 security/detect-object-injection
  7932:9   warning  Generic Object Injection Sink                       security/detect-object-injection
  7933:46  warning  Function Call Object Injection Sink                 security/detect-object-injection
  7947:31  warning  Function Call Object Injection Sink                 security/detect-object-injection
  7962:4   warning  Function Call Object Injection Sink                 security/detect-object-injection
  7962:16  warning  Function Call Object Injection Sink                 security/detect-object-injection
  7979:20  warning  The function setTimeout can be unsafe               scanjs-rules/call_setTimeout
  8025:11  warning  Generic Object Injection Sink                       security/detect-object-injection
  8025:36  warning  Generic Object Injection Sink                       security/detect-object-injection
  8040:9   warning  Generic Object Injection Sink                       security/detect-object-injection
  8040:29  warning  Generic Object Injection Sink                       security/detect-object-injection
  8072:10  warning  Generic Object Injection Sink                       security/detect-object-injection
  8094:39  warning  Generic Object Injection Sink                       security/detect-object-injection
  8124:17  warning  Generic Object Injection Sink                       security/detect-object-injection
  8127:21  warning  Generic Object Injection Sink                       security/detect-object-injection
  8171:3   warning  Generic Object Injection Sink                       security/detect-object-injection
  8195:17  warning  Generic Object Injection Sink                       security/detect-object-injection
  8218:3   warning  Generic Object Injection Sink                       security/detect-object-injection
  8225:4   warning  Generic Object Injection Sink                       security/detect-object-injection
  8228:9   warning  Generic Object Injection Sink                       security/detect-object-injection
  8296:5   warning  Assignment to src can be unsafe                     scanjs-rules/assign_to_src
  8338:4   warning  Function Call Object Injection Sink                 security/detect-object-injection
  8398:7   warning  Found fs.open with non literal argument at index 0  security/detect-non-literal-fs-filename
  8400:7   warning  Found fs.open with non literal argument at index 0  security/detect-non-literal-fs-filename
  8406:8   warning  Generic Object Injection Sink                       security/detect-object-injection
  8406:19  warning  Generic Object Injection Sink                       security/detect-object-injection
  8427:33  warning  Function Call Object Injection Sink                 security/detect-object-injection
  8460:18  warning  Generic Object Injection Sink                       security/detect-object-injection
  8528:7   warning  The function setTimeout can be unsafe               scanjs-rules/call_setTimeout
  8539:8   warning  Generic Object Injection Sink                       security/detect-object-injection
  8556:11  warning  Found non-literal argument to RegExp Constructor    security/detect-non-literal-regexp
  8571:26  warning  Generic Object Injection Sink                       security/detect-object-injection
  8605:2   warning  The function setTimeout can be unsafe               scanjs-rules/call_setTimeout
  8613:22  warning  Generic Object Injection Sink                       security/detect-object-injection
  8617:9   warning  Generic Object Injection Sink                       security/detect-object-injection
  8645:5   warning  Generic Object Injection Sink                       security/detect-object-injection
  8668:7   warning  Generic Object Injection Sink                       security/detect-object-injection
  8679:6   warning  Generic Object Injection Sink                       security/detect-object-injection
  8697:12  warning  Generic Object Injection Sink                       security/detect-object-injection
  8730:12  warning  Generic Object Injection Sink                       security/detect-object-injection
  8731:11  warning  Generic Object Injection Sink                       security/detect-object-injection
  8734:12  warning  Generic Object Injection Sink                       security/detect-object-injection
  8738:4   warning  Generic Object Injection Sink                       security/detect-object-injection
  8739:11  warning  Generic Object Injection Sink                       security/detect-object-injection
  8742:11  warning  Generic Object Injection Sink                       security/detect-object-injection
  8745:11  warning  Generic Object Injection Sink                       security/detect-object-injection
  8751:6   warning  Generic Object Injection Sink                       security/detect-object-injection
  8751:23  warning  Generic Object Injection Sink                       security/detect-object-injection
  8752:6   warning  Generic Object Injection Sink                       security/detect-object-injection
  8756:4   warning  Generic Object Injection Sink                       security/detect-object-injection
  8776:11  warning  Generic Object Injection Sink                       security/detect-object-injection
  8777:4   warning  Generic Object Injection Sink                       security/detect-object-injection
  8777:23  warning  Generic Object Injection Sink                       security/detect-object-injection
  8778:4   warning  Generic Object Injection Sink                       security/detect-object-injection
  8863:11  warning  Generic Object Injection Sink                       security/detect-object-injection
  8865:11  warning  Generic Object Injection Sink                       security/detect-object-injection
  8889:5   warning  The function hide can be unsafe                     scanjs-rules/call_hide
  8896:31  warning  Function Call Object Injection Sink                 security/detect-object-injection
  8900:11  warning  Generic Object Injection Sink                       security/detect-object-injection
  8901:45  warning  Generic Object Injection Sink                       security/detect-object-injection
  8902:4   warning  Generic Object Injection Sink                       security/detect-object-injection
  8902:19  warning  Generic Object Injection Sink                       security/detect-object-injection
  8905:5   warning  Generic Object Injection Sink                       security/detect-object-injection
  8929:25  warning  Generic Object Injection Sink                       security/detect-object-injection
  9010:14  warning  Variable Assigned to Object Injection Sink          security/detect-object-injection
  9011:2   warning  Generic Object Injection Sink                       security/detect-object-injection
  9069:10  warning  Generic Object Injection Sink                       security/detect-object-injection
  9069:27  warning  Generic Object Injection Sink                       security/detect-object-injection
  9070:17  warning  Function Call Object Injection Sink                 security/detect-object-injection
  9074:11  warning  Generic Object Injection Sink                       security/detect-object-injection
  9074:28  warning  Generic Object Injection Sink                       security/detect-object-injection
  9075:18  warning  Function Call Object Injection Sink                 security/detect-object-injection
  9081:10  warning  Generic Object Injection Sink                       security/detect-object-injection
  9081:60  warning  Generic Object Injection Sink                       security/detect-object-injection
  9082:6   warning  Generic Object Injection Sink                       security/detect-object-injection
  9108:11  warning  Generic Object Injection Sink                       security/detect-object-injection
  9128:2   warning  Generic Object Injection Sink                       security/detect-object-injection
  9184:11  warning  Generic Object Injection Sink                       security/detect-object-injection
  9186:20  warning  Generic Object Injection Sink                       security/detect-object-injection
  9199:13  warning  The function setInterval can be unsafe              scanjs-rules/call_setInterval
  9382:2   warning  Generic Object Injection Sink                       security/detect-object-injection
  9387:34  warning  Generic Object Injection Sink                       security/detect-object-injection
  9388:6   warning  Generic Object Injection Sink                       security/detect-object-injection
  9389:6   warning  Generic Object Injection Sink                       security/detect-object-injection
  9399:5   warning  Generic Object Injection Sink                       security/detect-object-injection
  9416:3   warning  Generic Object Injection Sink                       security/detect-object-injection

✖ 970 problems (14 errors, 956 warnings)

