
/src/bin/marky-markdown.js
  13:1  warning  Found fs.readFile with non literal argument at index 0  security/detect-non-literal-fs-filename
  25169:11   warning  Generic Object Injection Sink                               security/detect-object-injection
  25178:5    warning  Generic Object Injection Sink                               security/detect-object-injection
  25196:25   warning  Unsafe Regular Expression                                   security/detect-unsafe-regex
  25204:19   warning  Generic Object Injection Sink                               security/detect-object-injection
  25292:22   warning  Variable Assigned to Object Injection Sink                  security/detect-object-injection
  25295:11   warning  Generic Object Injection Sink                               security/detect-object-injection
  25309:36   warning  Generic Object Injection Sink                               security/detect-object-injection
  25351:17   warning  Generic Object Injection Sink                               security/detect-object-injection
  25359:40   warning  Generic Object Injection Sink                               security/detect-object-injection
  25368:34   warning  Function Call Object Injection Sink                         security/detect-object-injection
  25463:3    warning  Assignment to protocol can be unsafe                        scanjs-rules/assign_to_protocol
  25467:3    warning  Assignment to hostname can be unsafe                        scanjs-rules/assign_to_hostname
  25469:3    warning  Assignment to search can be unsafe                          scanjs-rules/assign_to_search
  25470:3    warning  Assignment to pathname can be unsafe                        scanjs-rules/assign_to_pathname
  25481:25   warning  Unsafe Regular Expression                                   security/detect-unsafe-regex
  25543:7    warning  Assignment to pathname can be unsafe                        scanjs-rules/assign_to_pathname
  25545:9    warning  Assignment to search can be unsafe                          scanjs-rules/assign_to_search
  25555:5    warning  Assignment to protocol can be unsafe                        scanjs-rules/assign_to_protocol
  25565:31   warning  Generic Object Injection Sink                               security/detect-object-injection
  25571:8    warning  Generic Object Injection Sink                               security/detect-object-injection
  25572:30   warning  Generic Object Injection Sink                               security/detect-object-injection
  25592:26   warning  Function Call Object Injection Sink                         security/detect-object-injection
  25621:26   warning  Function Call Object Injection Sink                         security/detect-object-injection
  25640:5    warning  Assignment to hostname can be unsafe                        scanjs-rules/assign_to_hostname
  25651:20   warning  Variable Assigned to Object Injection Sink                  security/detect-object-injection
  25662:26   warning  Generic Object Injection Sink                               security/detect-object-injection
  25677:13   warning  Assignment to hostname can be unsafe                        scanjs-rules/assign_to_hostname
  25685:7    warning  Assignment to hostname can be unsafe                        scanjs-rules/assign_to_hostname
  25691:7    warning  Assignment to hostname can be unsafe                        scanjs-rules/assign_to_hostname
  25697:3    warning  Potential timing attack, left side: true                    security/detect-possible-timing-attacks
  25704:5    warning  Assignment to search can be unsafe                          scanjs-rules/assign_to_search
  25707:15   warning  Assignment to pathname can be unsafe                        scanjs-rules/assign_to_pathname
  25708:7    warning  Generic Object Injection Sink                               security/detect-object-injection
  25710:5    warning  Assignment to pathname can be unsafe                        scanjs-rules/assign_to_pathname
  25725:15   warning  Assignment to hostname can be unsafe                        scanjs-rules/assign_to_hostname
  25767:16   warning  Variable Assigned to Object Injection Sink                  security/detect-object-injection
  25804:27   warning  Generic Object Injection Sink                               security/detect-object-injection
  25875:11   warning  Generic Object Injection Sink                               security/detect-object-injection
  25880:11   warning  Generic Object Injection Sink                               security/detect-object-injection
  25893:9    warning  Generic Object Injection Sink                               security/detect-object-injection
  25893:26   warning  Generic Object Injection Sink                               security/detect-object-injection
  25949:15   warning  Function Call Object Injection Sink                         security/detect-object-injection
  25949:39   warning  Function Call Object Injection Sink                         security/detect-object-injection
  26017:7    warning  Generic Object Injection Sink                               security/detect-object-injection
  26017:24   warning  Generic Object Injection Sink                               security/detect-object-injection
  26029:7    warning  Generic Object Injection Sink                               security/detect-object-injection
  26029:25   warning  Generic Object Injection Sink                               security/detect-object-injection
  26165:135  warning  Variable Assigned to Object Injection Sink                  security/detect-object-injection
  26262:9    warning  Generic Object Injection Sink                               security/detect-object-injection
  26268:16   warning  Generic Object Injection Sink                               security/detect-object-injection
  26269:21   warning  Generic Object Injection Sink                               security/detect-object-injection
  26270:31   warning  Function Call Object Injection Sink                         security/detect-object-injection
  26273:13   warning  Generic Object Injection Sink                               security/detect-object-injection
  26276:16   warning  Generic Object Injection Sink                               security/detect-object-injection
  26520:13   warning  Generic Object Injection Sink                               security/detect-object-injection
  26520:30   warning  Generic Object Injection Sink                               security/detect-object-injection
  26581:13   warning  Generic Object Injection Sink                               security/detect-object-injection
  26581:31   warning  Generic Object Injection Sink                               security/detect-object-injection
  26615:17   warning  Generic Object Injection Sink                               security/detect-object-injection
  26615:36   warning  Generic Object Injection Sink                               security/detect-object-injection
  26659:41   warning  Function Call Object Injection Sink                         security/detect-object-injection
  26676:21   warning  Generic Object Injection Sink                               security/detect-object-injection
  26678:17   warning  Generic Object Injection Sink                               security/detect-object-injection
  26698:41   warning  Function Call Object Injection Sink                         security/detect-object-injection
  26715:21   warning  Generic Object Injection Sink                               security/detect-object-injection
  26717:17   warning  Generic Object Injection Sink                               security/detect-object-injection
  26742:9    warning  Generic Object Injection Sink                               security/detect-object-injection
  26747:21   warning  Generic Object Injection Sink                               security/detect-object-injection
  26749:17   warning  Generic Object Injection Sink                               security/detect-object-injection
  27004:17   warning  Generic Object Injection Sink                               security/detect-object-injection
  27004:26   warning  Generic Object Injection Sink                               security/detect-object-injection
  27435:135  warning  Variable Assigned to Object Injection Sink                  security/detect-object-injection
  27635:135  warning  Variable Assigned to Object Injection Sink                  security/detect-object-injection
  28091:26   warning  Variable Assigned to Object Injection Sink                  security/detect-object-injection
  28255:20   warning  Generic Object Injection Sink                               security/detect-object-injection
  28270:30   warning  Generic Object Injection Sink                               security/detect-object-injection
  28271:21   warning  Generic Object Injection Sink                               security/detect-object-injection
  28332:24   warning  Found new Buffer                                            security/detect-new-buffer
  28523:21   warning  Variable Assigned to Object Injection Sink                  security/detect-object-injection
  28527:25   warning  Generic Object Injection Sink                               security/detect-object-injection
  28529:13   warning  Generic Object Injection Sink                               security/detect-object-injection
  28531:13   warning  Generic Object Injection Sink                               security/detect-object-injection
  28536:13   warning  Generic Object Injection Sink                               security/detect-object-injection
  28564:13   warning  Generic Object Injection Sink                               security/detect-object-injection
  28564:26   warning  Generic Object Injection Sink                               security/detect-object-injection
  28643:13   warning  Generic Object Injection Sink                               security/detect-object-injection
  28643:23   warning  Generic Object Injection Sink                               security/detect-object-injection
  28715:13   warning  Generic Object Injection Sink                               security/detect-object-injection
  28715:28   warning  Generic Object Injection Sink                               security/detect-object-injection
  28776:17   warning  Generic Object Injection Sink                               security/detect-object-injection
  28776:31   warning  Generic Object Injection Sink                               security/detect-object-injection
  28910:25   warning  Variable Assigned to Object Injection Sink                  security/detect-object-injection
  28913:17   warning  Generic Object Injection Sink                               security/detect-object-injection
  28921:17   warning  Generic Object Injection Sink                               security/detect-object-injection
  28923:17   warning  Generic Object Injection Sink                               security/detect-object-injection
  28984:17   warning  Generic Object Injection Sink                               security/detect-object-injection
  29397:21   warning  Generic Object Injection Sink                               security/detect-object-injection
  29408:33   warning  Generic Object Injection Sink                               security/detect-object-injection
  29458:28   warning  Generic Object Injection Sink                               security/detect-object-injection
  29553:21   warning  Generic Object Injection Sink                               security/detect-object-injection
  29565:13   warning  Generic Object Injection Sink                               security/detect-object-injection
  29567:9    warning  Generic Object Injection Sink                               security/detect-object-injection
  29606:23   warning  Generic Object Injection Sink                               security/detect-object-injection
  29618:21   warning  Generic Object Injection Sink                               security/detect-object-injection
  29679:21   warning  Generic Object Injection Sink                               security/detect-object-injection
  29762:5    warning  Generic Object Injection Sink                               security/detect-object-injection
  29762:21   warning  Generic Object Injection Sink                               security/detect-object-injection
  30018:20   warning  Found new Buffer                                            security/detect-new-buffer
  30100:23   warning  Unsafe Regular Expression                                   security/detect-unsafe-regex
  30121:60   warning  Found fs.existsSync with non literal argument at index 0    security/detect-non-literal-fs-filename
  30122:28   warning  Found fs.readFileSync with non literal argument at index 0  security/detect-non-literal-fs-filename
  30142:44   warning  Found fs.existsSync with non literal argument at index 0    security/detect-non-literal-fs-filename
  30143:24   warning  Found fs.readFileSync with non literal argument at index 0  security/detect-non-literal-fs-filename
  30410:135  warning  Variable Assigned to Object Injection Sink                  security/detect-object-injection
  30657:41   warning  Generic Object Injection Sink                               security/detect-object-injection
  30749:135  warning  Variable Assigned to Object Injection Sink                  security/detect-object-injection
  30956:17   warning  Generic Object Injection Sink                               security/detect-object-injection
  30962:25   warning  Variable Assigned to Object Injection Sink                  security/detect-object-injection
  30991:21   warning  Generic Object Injection Sink                               security/detect-object-injection
  31005:29   warning  Generic Object Injection Sink                               security/detect-object-injection
  31010:20   warning  Generic Object Injection Sink                               security/detect-object-injection
  31011:20   warning  Generic Object Injection Sink                               security/detect-object-injection
  31018:17   warning  Generic Object Injection Sink                               security/detect-object-injection
  31019:25   warning  Function Call Object Injection Sink                         security/detect-object-injection
  31022:29   warning  Generic Object Injection Sink                               security/detect-object-injection
  31028:51   warning  Generic Object Injection Sink                               security/detect-object-injection
  31030:9    warning  Generic Object Injection Sink                               security/detect-object-injection
  31199:21   warning  Variable Assigned to Object Injection Sink                  security/detect-object-injection
  31200:19   warning  Variable Assigned to Object Injection Sink                  security/detect-object-injection
  31511:41   warning  Generic Object Injection Sink                               security/detect-object-injection
  31580:45   warning  Generic Object Injection Sink                               security/detect-object-injection
  31689:9    warning  Generic Object Injection Sink                               security/detect-object-injection
  31690:5    warning  Generic Object Injection Sink                               security/detect-object-injection
  31768:7    warning  Generic Object Injection Sink                               security/detect-object-injection
  31768:19   warning  Generic Object Injection Sink                               security/detect-object-injection
  31850:13   warning  Function Call Object Injection Sink                         security/detect-object-injection
  31881:7    warning  Generic Object Injection Sink                               security/detect-object-injection
  31914:14   warning  Generic Object Injection Sink                               security/detect-object-injection
  31928:12   warning  Generic Object Injection Sink                               security/detect-object-injection
  32101:12   warning  Generic Object Injection Sink                               security/detect-object-injection
  32190:31   warning  Function Call Object Injection Sink                         security/detect-object-injection
  32244:1    warning  Assignment to search can be unsafe                          scanjs-rules/assign_to_search
  32259:18   warning  Function Call Object Injection Sink                         security/detect-object-injection
  32378:14   warning  Variable Assigned to Object Injection Sink                  security/detect-object-injection
  32379:3    warning  Generic Object Injection Sink                               security/detect-object-injection
  32379:12   warning  Generic Object Injection Sink                               security/detect-object-injection
  32380:3    warning  Generic Object Injection Sink                               security/detect-object-injection
  32428:17   warning  Variable Assigned to Object Injection Sink                  security/detect-object-injection
  32437:22   warning  Function Call Object Injection Sink                         security/detect-object-injection
  32675:21   warning  Variable Assigned to Object Injection Sink                  security/detect-object-injection
  32834:9    warning  Generic Object Injection Sink                               security/detect-object-injection
  32876:24   warning  Variable Assigned to Object Injection Sink                  security/detect-object-injection
  32973:19   warning  Generic Object Injection Sink                               security/detect-object-injection
  32993:11   warning  Generic Object Injection Sink                               security/detect-object-injection
  33048:9    warning  Generic Object Injection Sink                               security/detect-object-injection
  33050:29   warning  Generic Object Injection Sink                               security/detect-object-injection
  33052:9    warning  Generic Object Injection Sink                               security/detect-object-injection
  33054:29   warning  Generic Object Injection Sink                               security/detect-object-injection
  33067:21   warning  Variable Assigned to Object Injection Sink                  security/detect-object-injection
  33128:21   warning  Variable Assigned to Object Injection Sink                  security/detect-object-injection
  33183:14   warning  Generic Object Injection Sink                               security/detect-object-injection
  33273:21   warning  Variable Assigned to Object Injection Sink                  security/detect-object-injection
  33405:27   warning  Generic Object Injection Sink                               security/detect-object-injection
  33406:22   warning  Function Call Object Injection Sink                         security/detect-object-injection
  33406:22   warning  Generic Object Injection Sink                               security/detect-object-injection
  33451:19   warning  Variable Assigned to Object Injection Sink                  security/detect-object-injection
  33492:21   warning  Variable Assigned to Object Injection Sink                  security/detect-object-injection
  33528:21   warning  Variable Assigned to Object Injection Sink                  security/detect-object-injection
  33565:21   warning  Variable Assigned to Object Injection Sink                  security/detect-object-injection
  33568:23   warning  Variable Assigned to Object Injection Sink                  security/detect-object-injection
  33939:17   warning  Generic Object Injection Sink                               security/detect-object-injection
  34000:11   warning  Generic Object Injection Sink                               security/detect-object-injection
  34081:3    warning  Generic Object Injection Sink                               security/detect-object-injection
  34139:26   warning  Generic Object Injection Sink                               security/detect-object-injection
  34142:11   warning  Generic Object Injection Sink                               security/detect-object-injection
  34159:24   warning  Generic Object Injection Sink                               security/detect-object-injection
  34161:9    warning  Generic Object Injection Sink                               security/detect-object-injection
  34217:12   warning  Generic Object Injection Sink                               security/detect-object-injection
  34239:20   warning  Function Call Object Injection Sink                         security/detect-object-injection
  34242:12   warning  Generic Object Injection Sink                               security/detect-object-injection
  34263:13   warning  Generic Object Injection Sink                               security/detect-object-injection
  34264:9    warning  Generic Object Injection Sink                               security/detect-object-injection
  34291:24   warning  Function Call Object Injection Sink                         security/detect-object-injection
  34294:22   warning  Function Call Object Injection Sink                         security/detect-object-injection
  34309:7    warning  Generic Object Injection Sink                               security/detect-object-injection
  34342:11   warning  Generic Object Injection Sink                               security/detect-object-injection
  34342:11   warning  Generic Object Injection Sink                               security/detect-object-injection
  34343:9    warning  Generic Object Injection Sink                               security/detect-object-injection
  34349:30   warning  Function Call Object Injection Sink                         security/detect-object-injection
  34349:63   warning  Generic Object Injection Sink                               security/detect-object-injection
  34474:12   warning  Generic Object Injection Sink                               security/detect-object-injection
  34483:17   warning  Unsafe Regular Expression                                   security/detect-unsafe-regex
  34547:12   warning  Generic Object Injection Sink                               security/detect-object-injection
  34670:21   warning  Unsafe Regular Expression                                   security/detect-unsafe-regex
  34992:19   warning  Generic Object Injection Sink                               security/detect-object-injection
  35042:16   warning  The function setTimeout can be unsafe                       scanjs-rules/call_setTimeout
  35047:16   warning  The function setTimeout can be unsafe                       scanjs-rules/call_setTimeout
  35124:17   warning  Generic Object Injection Sink                               security/detect-object-injection
  35139:27   warning  Generic Object Injection Sink                               security/detect-object-injection
  35214:12   warning  Generic Object Injection Sink                               security/detect-object-injection
  35215:5    warning  Generic Object Injection Sink                               security/detect-object-injection
  35222:13   warning  The function setTimeout can be unsafe                       scanjs-rules/call_setTimeout
  35238:6    warning  Generic Object Injection Sink                               security/detect-object-injection
  35313:24   warning  Generic Object Injection Sink                               security/detect-object-injection
  35328:4    warning  Generic Object Injection Sink                               security/detect-object-injection
  35328:24   warning  Function Call Object Injection Sink                         security/detect-object-injection
  35614:19   warning  Generic Object Injection Sink                               security/detect-object-injection
  35636:20   warning  Generic Object Injection Sink                               security/detect-object-injection
  35653:20   warning  Generic Object Injection Sink                               security/detect-object-injection
  35771:38   warning  Generic Object Injection Sink                               security/detect-object-injection
  35771:57   warning  Generic Object Injection Sink                               security/detect-object-injection
  35837:13   warning  Generic Object Injection Sink                               security/detect-object-injection
  35853:7    warning  Generic Object Injection Sink                               security/detect-object-injection
  35854:24   warning  Function Call Object Injection Sink                         security/detect-object-injection
  35855:7    warning  Generic Object Injection Sink                               security/detect-object-injection
  35857:7    warning  Generic Object Injection Sink                               security/detect-object-injection
  35857:17   warning  Generic Object Injection Sink                               security/detect-object-injection
  35918:19   warning  Function Call Object Injection Sink                         security/detect-object-injection
  35919:20   warning  Function Call Object Injection Sink                         security/detect-object-injection
  35923:59   warning  Function Call Object Injection Sink                         security/detect-object-injection
  35942:16   warning  Function Call Object Injection Sink                         security/detect-object-injection
  36021:16   warning  Variable Assigned to Object Injection Sink                  security/detect-object-injection
  36022:8    warning  Generic Object Injection Sink                               security/detect-object-injection
  36022:34   warning  Generic Object Injection Sink                               security/detect-object-injection
  36022:61   warning  Generic Object Injection Sink                               security/detect-object-injection
  36086:7    warning  Function Call Object Injection Sink                         security/detect-object-injection
  36237:30   warning  Generic Object Injection Sink                               security/detect-object-injection
  36237:93   warning  Function Call Object Injection Sink                         security/detect-object-injection
  36237:118  warning  Generic Object Injection Sink                               security/detect-object-injection
  36237:158  warning  Generic Object Injection Sink                               security/detect-object-injection
  36237:188  warning  Generic Object Injection Sink                               security/detect-object-injection
  36852:7    warning  Generic Object Injection Sink                               security/detect-object-injection
  36982:9    warning  Generic Object Injection Sink                               security/detect-object-injection
  36982:41   warning  Generic Object Injection Sink                               security/detect-object-injection
  36983:7    warning  Generic Object Injection Sink                               security/detect-object-injection
  36985:18   warning  Generic Object Injection Sink                               security/detect-object-injection
  36993:15   warning  Function Call Object Injection Sink                         security/detect-object-injection
  36993:53   warning  Function Call Object Injection Sink                         security/detect-object-injection
  37061:3    warning  Assignment in WhileStatement. Is this accidental?           scanjs-rules/accidental_assignment
  37091:3    warning  Assignment in WhileStatement. Is this accidental?           scanjs-rules/accidental_assignment
  37136:7    warning  Function Call Object Injection Sink                         security/detect-object-injection
  37142:9    warning  Generic Object Injection Sink                               security/detect-object-injection
  37861:7    warning  Generic Object Injection Sink                               security/detect-object-injection
  38083:5    warning  Assignment in WhileStatement. Is this accidental?           scanjs-rules/accidental_assignment
  38199:1    error    Definition for rule 'node/no-deprecated-api' was not found  node/no-deprecated-api
  38206:5    warning  Generic Object Injection Sink                               security/detect-object-injection
  38206:16   warning  Generic Object Injection Sink                               security/detect-object-injection
  38276:8    warning  Function Call Object Injection Sink                         security/detect-object-injection
  38356:7    warning  Generic Object Injection Sink                               security/detect-object-injection
  38362:11   warning  Generic Object Injection Sink                               security/detect-object-injection
  38365:7    warning  Generic Object Injection Sink                               security/detect-object-injection
  38365:39   warning  Found non-literal argument to RegExp Constructor            security/detect-non-literal-regexp
  38373:9    warning  Generic Object Injection Sink                               security/detect-object-injection
  38375:7    warning  Generic Object Injection Sink                               security/detect-object-injection
  38378:5    warning  Generic Object Injection Sink                               security/detect-object-injection
  38393:7    warning  Generic Object Injection Sink                               security/detect-object-injection
  38417:26   warning  Function Call Object Injection Sink                         security/detect-object-injection
  38427:11   warning  Generic Object Injection Sink                               security/detect-object-injection
  38436:11   warning  Generic Object Injection Sink                               security/detect-object-injection
  38446:9    warning  Generic Object Injection Sink                               security/detect-object-injection
  38459:20   warning  Generic Object Injection Sink                               security/detect-object-injection
  38463:75   warning  Generic Object Injection Sink                               security/detect-object-injection
  38463:238  warning  Generic Object Injection Sink                               security/detect-object-injection
  38466:24   warning  Generic Object Injection Sink                               security/detect-object-injection
  38483:28   warning  Generic Object Injection Sink                               security/detect-object-injection
  38489:24   warning  Generic Object Injection Sink                               security/detect-object-injection
  38505:26   warning  Generic Object Injection Sink                               security/detect-object-injection
  38511:19   warning  Generic Object Injection Sink                               security/detect-object-injection
  38515:24   warning  Generic Object Injection Sink                               security/detect-object-injection
  38520:44   warning  Function Call Object Injection Sink                         security/detect-object-injection
  38522:24   warning  Generic Object Injection Sink                               security/detect-object-injection
  38534:26   warning  Generic Object Injection Sink                               security/detect-object-injection
  38538:24   warning  Generic Object Injection Sink                               security/detect-object-injection
  38547:20   warning  Generic Object Injection Sink                               security/detect-object-injection
  38610:11   warning  Generic Object Injection Sink                               security/detect-object-injection
  38611:16   warning  Generic Object Injection Sink                               security/detect-object-injection
  38616:11   warning  Generic Object Injection Sink                               security/detect-object-injection
  38617:16   warning  Generic Object Injection Sink                               security/detect-object-injection
  38618:16   warning  Generic Object Injection Sink                               security/detect-object-injection
  38671:14   warning  Generic Object Injection Sink                               security/detect-object-injection
  38797:9    warning  Generic Object Injection Sink                               security/detect-object-injection
  38797:27   warning  Generic Object Injection Sink                               security/detect-object-injection
  39141:26   warning  Function Call Object Injection Sink                         security/detect-object-injection
  39147:22   warning  Function Call Object Injection Sink                         security/detect-object-injection
  39153:22   warning  Function Call Object Injection Sink                         security/detect-object-injection
  39341:3    warning  Assignment to protocol can be unsafe                        scanjs-rules/assign_to_protocol
  39346:3    warning  Assignment to hostname can be unsafe                        scanjs-rules/assign_to_hostname
  39348:3    warning  Assignment to search can be unsafe                          scanjs-rules/assign_to_search
  39350:3    warning  Assignment to pathname can be unsafe                        scanjs-rules/assign_to_pathname
  39352:3    warning  Assignment to href can be unsafe                            scanjs-rules/assign_to_href
  39363:25   warning  Unsafe Regular Expression                                   security/detect-unsafe-regex
  39443:7    warning  Assignment to href can be unsafe                            scanjs-rules/assign_to_href
  39444:7    warning  Assignment to pathname can be unsafe                        scanjs-rules/assign_to_pathname
  39446:9    warning  Assignment to search can be unsafe                          scanjs-rules/assign_to_search
  39453:9    warning  Assignment to search can be unsafe                          scanjs-rules/assign_to_search
  39464:5    warning  Assignment to protocol can be unsafe                        scanjs-rules/assign_to_protocol
  39474:31   warning  Generic Object Injection Sink                               security/detect-object-injection
  39480:8    warning  Generic Object Injection Sink                               security/detect-object-injection
  39481:30   warning  Generic Object Injection Sink                               security/detect-object-injection
  39501:30   warning  Function Call Object Injection Sink                         security/detect-object-injection
  39529:30   warning  Function Call Object Injection Sink                         security/detect-object-injection
  39545:5    warning  Assignment to hostname can be unsafe                        scanjs-rules/assign_to_hostname
  39556:20   warning  Variable Assigned to Object Injection Sink                  security/detect-object-injection
  39567:26   warning  Generic Object Injection Sink                               security/detect-object-injection
  39582:13   warning  Assignment to hostname can be unsafe                        scanjs-rules/assign_to_hostname
  39590:7    warning  Assignment to hostname can be unsafe                        scanjs-rules/assign_to_hostname
  39593:7    warning  Assignment to hostname can be unsafe                        scanjs-rules/assign_to_hostname
  39601:7    warning  Assignment to hostname can be unsafe                        scanjs-rules/assign_to_hostname
  39607:5    warning  Assignment to href can be unsafe                            scanjs-rules/assign_to_href
  39612:7    warning  Assignment to hostname can be unsafe                        scanjs-rules/assign_to_hostname
  39621:8    warning  Generic Object Injection Sink                               security/detect-object-injection
  39627:16   warning  Variable Assigned to Object Injection Sink                  security/detect-object-injection
  39641:3    warning  Potential timing attack, left side: true                    security/detect-possible-timing-attacks
  39648:5    warning  Assignment to search can be unsafe                          scanjs-rules/assign_to_search
  39656:5    warning  Assignment to search can be unsafe                          scanjs-rules/assign_to_search
  39659:13   warning  Assignment to pathname can be unsafe                        scanjs-rules/assign_to_pathname
  39660:7    warning  Generic Object Injection Sink                               security/detect-object-injection
  39662:5    warning  Assignment to pathname can be unsafe                        scanjs-rules/assign_to_pathname
  39673:3    warning  Assignment to href can be unsafe                            scanjs-rules/assign_to_href
  39726:21   warning  Generic Object Injection Sink                               security/detect-object-injection
  39767:16   warning  Variable Assigned to Object Injection Sink                  security/detect-object-injection
  39768:5    warning  Generic Object Injection Sink                               security/detect-object-injection
  39768:20   warning  Generic Object Injection Sink                               security/detect-object-injection
  39777:5    warning  Assignment to href can be unsafe                            scanjs-rules/assign_to_href
  39786:18   warning  Variable Assigned to Object Injection Sink                  security/detect-object-injection
  39788:9    warning  Generic Object Injection Sink                               security/detect-object-injection
  39788:24   warning  Generic Object Injection Sink                               security/detect-object-injection
  39794:21   warning  Assignment to pathname can be unsafe                        scanjs-rules/assign_to_pathname
  39797:5    warning  Assignment to href can be unsafe                            scanjs-rules/assign_to_href
  39813:17   warning  Variable Assigned to Object Injection Sink                  security/detect-object-injection
  39814:9    warning  Generic Object Injection Sink                               security/detect-object-injection
  39814:21   warning  Generic Object Injection Sink                               security/detect-object-injection
  39816:7    warning  Assignment to href can be unsafe                            scanjs-rules/assign_to_href
  39820:5    warning  Assignment to protocol can be unsafe                        scanjs-rules/assign_to_protocol
  39825:31   warning  Assignment to hostname can be unsafe                        scanjs-rules/assign_to_hostname
  39828:7    warning  Assignment to pathname can be unsafe                        scanjs-rules/assign_to_pathname
  39830:7    warning  Assignment to pathname can be unsafe                        scanjs-rules/assign_to_pathname
  39832:5    warning  Assignment to search can be unsafe                          scanjs-rules/assign_to_search
  39836:5    warning  Assignment to hostname can be unsafe                        scanjs-rules/assign_to_hostname
  39845:5    warning  Assignment to href can be unsafe                            scanjs-rules/assign_to_href
  39867:5    warning  Assignment to hostname can be unsafe                        scanjs-rules/assign_to_hostname
  39875:7    warning  Assignment to hostname can be unsafe                        scanjs-rules/assign_to_hostname
  39890:5    warning  Assignment to hostname can be unsafe                        scanjs-rules/assign_to_hostname
  39892:5    warning  Assignment to search can be unsafe                          scanjs-rules/assign_to_search
  39902:5    warning  Assignment to search can be unsafe                          scanjs-rules/assign_to_search
  39909:7    warning  Assignment to hostname can be unsafe                        scanjs-rules/assign_to_hostname
  39917:23   warning  Assignment to hostname can be unsafe                        scanjs-rules/assign_to_hostname
  39920:5    warning  Assignment to search can be unsafe                          scanjs-rules/assign_to_search
  39927:5    warning  Assignment to href can be unsafe                            scanjs-rules/assign_to_href
  39934:5    warning  Assignment to pathname can be unsafe                        scanjs-rules/assign_to_pathname
  39941:5    warning  Assignment to href can be unsafe                            scanjs-rules/assign_to_href
  39957:12   warning  Generic Object Injection Sink                               security/detect-object-injection
  39990:5    warning  Assignment to hostname can be unsafe                        scanjs-rules/assign_to_hostname
  39999:21   warning  Assignment to hostname can be unsafe                        scanjs-rules/assign_to_hostname
  40010:5    warning  Assignment to pathname can be unsafe                        scanjs-rules/assign_to_pathname
  40013:5    warning  Assignment to pathname can be unsafe                        scanjs-rules/assign_to_pathname
  40023:3    warning  Assignment to href can be unsafe                            scanjs-rules/assign_to_href
  40037:13   warning  Assignment to hostname can be unsafe                        scanjs-rules/assign_to_hostname
  40119:10   warning  localStorage can be unsafe                                  scanjs-rules/property_localStorage
  40119:17   warning  localStorage can be unsafe                                  scanjs-rules/identifier_localStorage
  40123:13   warning  Variable Assigned to Object Injection Sink                  security/detect-object-injection
  40123:13   warning  localStorage can be unsafe                                  scanjs-rules/property_localStorage
  40123:20   warning  localStorage can be unsafe                                  scanjs-rules/identifier_localStorage
  40138:22   warning  Variable Assigned to Object Injection Sink                  security/detect-object-injection
  40142:17   warning  Generic Object Injection Sink                               security/detect-object-injection
  40142:31   warning  Generic Object Injection Sink                               security/detect-object-injection

/src/lib/cleanup.js
  17:15  warning  Function Call Object Injection Sink  security/detect-object-injection

/src/lib/gfm/indented-headings.js
  29:9  warning  Generic Object Injection Sink  security/detect-object-injection

/src/lib/gfm/relaxed-link-reference.js
  22:3  warning  Generic Object Injection Sink  security/detect-object-injection

/src/lib/linkify.js
  32:35  warning  Found non-literal argument to RegExp Constructor  security/detect-non-literal-regexp

/src/lib/plugin/cdn.js
  17:25  warning  Generic Object Injection Sink         security/detect-object-injection
  21:7   warning  Assignment to protocol can be unsafe  scanjs-rules/assign_to_protocol
  23:7   warning  Assignment to pathname can be unsafe  scanjs-rules/assign_to_pathname
  24:7   warning  Generic Object Injection Sink         security/detect-object-injection

/src/lib/plugin/code-wrap.js
  12:17  warning  Variable Assigned to Object Injection Sink  security/detect-object-injection
  21:7   warning  Generic Object Injection Sink               security/detect-object-injection

/src/lib/plugin/github.js
  23:15  warning  Found non-literal argument to RegExp Constructor  security/detect-non-literal-regexp
  33:31  warning  Found non-literal argument to RegExp Constructor  security/detect-non-literal-regexp
  59:15  warning  Generic Object Injection Sink                     security/detect-object-injection
  66:9   warning  Generic Object Injection Sink                     security/detect-object-injection
  75:16  warning  Generic Object Injection Sink                     security/detect-object-injection
  82:9   warning  Generic Object Injection Sink                     security/detect-object-injection
  94:21  warning  Generic Object Injection Sink                     security/detect-object-injection
  98:7   warning  Generic Object Injection Sink                     security/detect-object-injection

/src/lib/plugin/gravatar.js
   9:25  warning  Generic Object Injection Sink         security/detect-object-injection
  10:36  warning  Unsafe Regular Expression             security/detect-unsafe-regex
  11:7   warning  Assignment to protocol can be unsafe  scanjs-rules/assign_to_protocol
  13:7   warning  Generic Object Injection Sink         security/detect-object-injection

/src/lib/plugin/html-heading.js
   3:15  warning  Generic Object Injection Sink                     security/detect-object-injection
   3:41  warning  Generic Object Injection Sink                     security/detect-object-injection
   4:15  warning  Variable Assigned to Object Injection Sink        security/detect-object-injection
  23:42  warning  Found non-literal argument to RegExp Constructor  security/detect-non-literal-regexp

/src/lib/plugin/language-alias.js
  23:40  warning  Generic Object Injection Sink  security/detect-object-injection
  24:7   warning  Generic Object Injection Sink  security/detect-object-injection
  24:42  warning  Generic Object Injection Sink  security/detect-object-injection

/src/lib/plugin/nofollow.js
  9:5  warning  Generic Object Injection Sink  security/detect-object-injection

/src/lib/plugin/packagize.js
  20:9  warning  Generic Object Injection Sink  security/detect-object-injection
  30:9  warning  Generic Object Injection Sink  security/detect-object-injection
